seed,result,time (seconds)
795,unknown,1.239
796,unknown,1.537
797,unknown,1.511
798,unknown,1.486
799,unknown,1.218
800,unknown,1.409
801,unsolvable,8.38
802,unknown,1.544
803,unknown,1.383
804,unknown,1.805
805,unknown,1.409
806,unknown,1.217
807,unknown,1.558
808,unknown,1.352
809,unknown,1.339
810,unknown,1.097
811,unknown,1.191
812,unknown,1.302
813,unknown,1.422
814,unknown,1.311
815,unknown,1.204
816,unknown,1.361
817,unknown,1.347
818,unknown,1.551
819,unknown,1.238
820,unknown,1.147
821,unknown,1.643
822,unknown,1.235
823,unknown,1.459
824,unknown,1.36
825,unknown,1.605
826,unknown,1.726
827,unknown,1.415
828,unknown,1.309
829,unknown,1.427
830,unknown,1.508
831,unknown,1.398
832,unknown,1.361
833,unknown,1.504
834,unknown,1.2
835,unknown,1.479
836,unknown,1.237
837,unsolvable,1.009
838,unknown,1.112
839,unknown,1.332
840,unknown,1.716
841,unknown,1.438
842,unknown,1.415
843,unknown,1.174
844,unknown,1.249
845,unknown,1.66
846,unknown,1.246
847,unknown,1.377
848,unknown,1.205
849,unknown,1.629
850,unknown,1.196
851,unknown,1.275
852,unknown,1.439
853,unknown,1.275
854,unsolvable,0.759
855,unknown,1.59
856,unknown,1.396
857,unknown,1.84
858,unknown,1.485
859,unknown,1.453
860,unknown,1.165
861,unknown,1.196
862,unsolvable,0.535
863,unknown,1.191
864,unknown,1.231
865,unknown,1.389
866,unsolvable,2.016
867,unknown,1.487
868,unknown,1.415
869,unknown,1.708
870,unknown,1.223
871,unknown,1.56
872,unknown,1.481
873,unknown,1.291
874,unknown,1.273
875,unknown,1.442
876,unknown,1.454
877,unknown,1.333
878,unknown,1.377
879,unknown,1.446
880,unknown,1.058
881,unknown,1.229
882,unknown,1.244
883,unsolvable,1.359
884,unknown,1.78
885,unknown,1.434
886,unknown,1.321
887,unknown,1.632
888,unknown,1.436
889,unsolvable,0.764
890,unknown,1.34
891,unknown,1.316
892,unknown,1.496
893,unsolvable,0.977
894,unknown,1.286
895,unknown,1.349
896,unknown,1.501
897,unknown,1.799
898,unsolvable,0.788
899,unknown,1.489
900,unknown,1.633
901,unknown,1.24
902,unknown,1.214
903,unknown,1.196
904,unknown,1.331
905,unknown,1.776
906,unknown,1.241
907,unknown,2.098
908,unknown,1.298
909,unknown,1.298
910,unknown,1.364
911,unknown,1.368
912,unknown,1.228
913,unknown,1.486
914,unknown,1.522
915,unknown,1.288
916,unknown,1.188
917,unknown,1.243
918,unknown,1.848
919,unknown,1.624
920,unsolvable,1.529
921,unknown,1.507
922,unsolvable,0.836
923,unknown,1.544
924,unknown,1.261
925,unknown,1.425
926,unknown,1.287
927,unsolvable,1.109
928,unsolvable,7.019
929,unknown,1.528
930,unknown,1.271
931,unknown,1.435
932,unknown,1.421
933,unknown,1.184
934,unknown,1.242
935,unknown,1.457
936,unknown,1.665
937,unknown,1.194
938,unknown,2.009
939,unknown,1.607
940,unknown,1.403
941,unknown,1.333
942,unknown,1.255
943,unknown,1.491
944,unknown,1.308
945,unknown,1.074
946,unknown,1.116
947,unknown,1.223
948,unknown,1.491
949,unknown,1.485
950,unknown,1.451
951,unknown,1.197
952,unknown,1.526
953,unknown,1.567
954,unknown,1.356
955,unknown,1.612
956,unknown,1.285
957,unknown,1.525
958,unknown,1.358
959,unknown,1.292
960,unknown,1.276
961,unknown,1.328
962,unknown,1.365
963,unknown,1.694
964,unknown,1.588
965,unknown,1.508
966,unknown,1.291
967,unsolvable,0.77
968,unknown,1.206
969,unknown,1.607
970,unknown,1.26
971,unknown,1.474
972,unknown,1.24
973,unknown,1.204
974,unknown,1.249
975,unknown,1.489
976,unknown,1.608
977,unknown,1.529
978,unknown,1.237
979,unknown,1.298
980,unknown,1.524
981,unsolvable,0.917
982,unsolvable,0.914
983,unknown,1.426
984,unknown,1.909
985,unknown,1.256
986,unknown,1.239
987,unknown,1.417
988,unknown,1.169
989,unknown,1.367
990,unknown,1.397
991,unknown,1.203
992,unknown,1.433
993,unknown,1.982
994,unknown,1.507
995,unknown,1.261
996,unknown,1.525
997,unsolvable,2.615
998,unsolvable,13.28
999,unknown,1.572
1000,unsolvable,0.679
