seed,result,time(seconds)
2994,solved,0.16
2995,solved,0.86
2996,solved,0
2997,unsolvable,0
2998,solved,0.04
2999,solved,0
3000,solved,0
3001,solved,0.02
3002,solved,0
3003,solved,11.18
3004,solved,0
3005,solved,0.01
3006,unsolvable,0.04
3007,solved,0
3008,solved,0.06
3009,solved,0
3010,solved,0
3011,solved,0.2
3012,solved,0.21
3013,solved,0
3014,solved,0
3015,solved,0.03
3016,solved,0.03
3017,solved,0
3018,solved,0
3019,solved,36.47
3020,solved,0.01
3021,unsolvable,406.12
3022,solved,0
3023,solved,0.13
3024,solved,0.01
3025,solved,0
3026,solved,3.65
3027,solved,0
3028,solved,0
3029,unsolvable,0
3030,solved,0
3031,solved,0.03
3032,solved,0.1
3033,unsolvable,40.12
3034,solved,0
3035,solved,0.01
3036,solved,0
3037,unsolvable,0.25
3038,solved,0
3039,solved,3.49
3040,solved,0
3041,solved,0
3042,solved,0
3043,solved,215.17
3044,solved,0
3045,solved,0.01
3046,solved,71.03
3047,unsolvable,0.12
3048,solved,0
3049,unsolvable,0
3050,solved,0
3051,unsolvable,1.06
3052,solved,10.9
3053,solved,0
3054,unsolvable,3.59
3055,solved,27.98
3056,solved,0
3057,unsolvable,42.71
3058,solved,0.01
3059,solved,0.06
3060,solved,0
3061,solved,0
3062,unsolvable,6
3063,solved,5.21
3064,solved,3.78
3065,solved,0.96
3066,solved,0.68
3067,solved,0.38
3068,solved,0
3069,solved,0.01
3070,solved,0
3071,unsolvable,0
3072,unsolvable,0
3073,unsolvable,4.18
3074,solved,57.5
3075,solved,0
3076,solved,0.02
3077,unsolvable,16.92
3078,solved,0.05
3079,solved,0.06
3080,solved,0.01
3081,solved,0.8
3082,solved,0
3083,solved,0
3084,unsolvable,548.01
3085,solved,0
3086,solved,0.02
3087,solved,9.22
3088,solved,0
3089,solved,0
3090,solved,3.1
3091,solved,0
3092,solved,0.31
3093,unsolvable,0
3094,solved,0.13
3095,solved,0
3096,unsolvable,5.28
3097,solved,0
3098,solved,10.83
3099,solved,0.01
3100,solved,0
3101,solved,0.01
3102,solved,0
3103,unsolvable,0
3104,solved,3.79
3105,solved,0.54
3106,solved,0
3107,solved,11.45
3108,solved,0
3109,solved,0.79
3110,solved,0
3111,solved,0
3112,solved,0
3113,solved,0
3114,unsolvable,1.48
3115,unsolvable,1.9
3116,solved,0
3117,solved,32.17
3118,unsolvable,2.06
3119,unsolvable,0
3120,solved,0.01
3121,solved,0
3122,solved,0
3123,solved,0
3124,unsolvable,0.37
3125,unsolvable,0.05
3126,solved,0.74
3127,solved,0.81
3128,solved,2.86
3129,solved,0.37
3130,solved,0
3131,solved,0
3132,unsolvable,2.27
3133,solved,0
3134,solved,0
3135,solved,0
3136,solved,0.31
3137,solved,0
3138,solved,0.03
3139,unsolvable,4.92
3140,solved,0.03
3141,solved,0
3142,solved,0
3143,solved,0.02
3144,solved,0
3145,solved,0.01
3146,unsolvable,1.2
3147,solved,3.61
3148,solved,0.03
3149,unsolvable,5.09
3150,solved,0
3151,solved,2.52
3152,solved,0
3153,solved,0.03
3154,unsolvable,2140.05
3155,solved,0
3156,solved,0
3157,unsolvable,21.82
3158,solved,0.22
3159,solved,0
3160,solved,0
3161,solved,0
3162,solved,0.44
3163,unsolvable,1.84
3164,solved,0.38
3165,solved,0
3166,solved,0
3167,solved,0
3168,solved,0
3169,unsolvable,0
3170,unsolvable,0.16
3171,solved,0.27
3172,unsolvable,0
3173,solved,0
3174,solved,0
3175,solved,1.91
3176,solved,30.14
3177,solved,0
3178,unsolvable,1.03
3179,unsolvable,0.26
3180,solved,1.9
3181,solved,0.04
3182,solved,0.52
3183,solved,0
3184,solved,0.46
3185,solved,3.28
3186,solved,0
3187,solved,0
3188,solved,0.21
3189,unsolvable,1.18
3190,unsolvable,3.19
3191,solved,14.2
3192,solved,0
3193,solved,0
3194,solved,0
3195,solved,0.03
3196,solved,0
3197,solved,0
3198,solved,0.05
3199,solved,0
3200,unsolvable,15.66
3201,solved,0
3202,unsolvable,26.74
3203,unsolvable,0.22
3204,solved,0
3205,solved,0
3206,solved,7.39
3207,solved,0.02
3208,solved,0.03
3209,unsolvable,1.71
3210,solved,0
3211,solved,0
3212,solved,0
3213,solved,2.13
3214,solved,0
3215,solved,0
3216,solved,0
3217,solved,0
3218,solved,2.19
3219,unsolvable,436.48
3220,solved,0
3221,solved,0.14
3222,solved,0
3223,solved,0
3224,solved,0.34
3225,solved,6.02
3226,solved,0
3227,solved,0
3228,unsolvable,1.22
3229,solved,4.01
3230,unsolvable,0
3231,solved,10.89
3232,solved,0
3233,solved,0.01
3234,solved,0
3235,solved,0.41
3236,solved,0.08
3237,solved,0.07
3238,solved,0
3239,solved,0.02
3240,solved,2.36
3241,solved,0
3242,solved,0
3243,solved,0.01
3244,solved,0.16
3245,solved,0.74
3246,unsolvable,0.06
3247,solved,0.66
3248,solved,0
3249,solved,0.1
3250,solved,0
3251,solved,0.01
3252,solved,0.13
3253,unsolvable,0
3254,solved,0
3255,solved,0.48
3256,unsolvable,0.57
3257,solved,0.02
3258,unsolvable,292.79
3259,solved,0.33
3260,solved,0.07
3261,solved,0.43
3262,solved,0.01
3263,solved,0
3264,solved,0.41
3265,solved,0
3266,solved,0
3267,solved,20.57
3268,solved,0
3269,solved,0.02
3270,solved,0.74
3271,solved,0.01
3272,solved,0.54
3273,solved,0
3274,solved,0
3275,solved,0.24
3276,solved,24.85
3277,unsolvable,14.45
3278,unsolvable,0.24
3279,solved,0
3280,unsolvable,0.78
3281,solved,0.34
3282,solved,0
3283,solved,0
3284,solved,0
3285,solved,0
3286,solved,0.01
3287,unsolvable,0
3288,solved,85.89
3289,solved,0.22
3290,solved,0
3291,solved,3.52
3292,solved,0
3293,solved,0
3294,solved,0
3295,solved,0.04
3296,solved,0
3297,solved,0.1
3298,solved,0.01
3299,unsolvable,0
3300,solved,0
3301,solved,0.04
3302,solved,0.11
3303,solved,0
3304,solved,0
3305,solved,0.23
3306,solved,0.01
3307,solved,27.5
3308,solved,0
3309,solved,0
3310,solved,0.11
3311,solved,0.29
3312,solved,0
3313,unsolvable,0.01
3314,solved,0
3315,unsolvable,0.81
3316,solved,0
3317,solved,0
3318,unsolvable,113.29
3319,solved,0.01
3320,solved,0
3321,solved,0
3322,solved,0.05
3323,solved,0
3324,unsolvable,3.81
3325,solved,0
3326,solved,0
3327,solved,1.15
3328,solved,0
3329,unsolvable,0
3330,solved,0.18
3331,solved,0
3332,solved,0
3333,solved,0.05
3334,solved,93.51
3335,solved,0.03
3336,solved,0.02
3337,solved,0
3338,solved,1.71
3339,solved,0
3340,solved,0.6
3341,solved,0.23
3342,solved,0.03
3343,solved,0
3344,unsolvable,24.13
3345,solved,0
3346,solved,0
3347,solved,0.28
3348,solved,0
3349,solved,0.01
3350,solved,0.42
3351,solved,0
3352,solved,0.08
3353,solved,0.04
3354,solved,0
3355,unsolvable,0.01
3356,unsolvable,0
3357,solved,0
3358,unsolvable,0
3359,solved,0.03
3360,solved,0
3361,solved,0.5
3362,solved,0
3363,solved,0
3364,solved,0
3365,unsolvable,79.7
3366,solved,0
3367,solved,0.04
3368,solved,0
3369,solved,0.04
3370,solved,0.01
3371,solved,0
3372,solved,0
3373,solved,0
3374,solved,0.02
3375,solved,0
3376,solved,0
3377,solved,0.02
3378,solved,0.04
3379,solved,0.01
3380,solved,0.11
3381,solved,0
3382,solved,1.15
3383,solved,0.03
3384,solved,0.01
3385,solved,0.1
3386,solved,0
3387,solved,0.08
3388,solved,0
3389,solved,0
3390,solved,0
3391,solved,0
3392,solved,0.01
3393,unsolvable,0.2
3394,solved,0.24
3395,solved,0.02
3396,unsolvable,2.26
3397,solved,18.1
3398,solved,0
3399,unsolvable,0
3400,solved,0.01
3401,solved,0
3402,solved,0.04
3403,solved,0
3404,solved,0.06
3405,solved,0
3406,solved,0
3407,solved,0
3408,solved,0
3409,solved,0
3410,solved,0.05
3411,solved,0.01
3412,solved,0.04
3413,solved,1.29
3414,solved,0.18
3415,solved,0
3416,solved,0.08
3417,solved,0
3418,solved,0
3419,solved,4.58
3420,solved,0.01
3421,solved,2.83
3422,solved,4.58
3423,solved,0.03
3424,solved,0
3425,solved,0
3426,solved,1.05
3427,solved,0.01
3428,solved,0.17
3429,solved,0
3430,solved,0
3431,solved,0.03
3432,solved,150.15
3433,solved,0
3434,solved,0.21
3435,solved,7
3436,solved,0.03
3437,solved,0.12
3438,solved,0
3439,solved,0.16
3440,solved,0.01
3441,solved,0.11
3442,unsolvable,86.1
3443,solved,5.49
3444,solved,0.14
3445,solved,0
3446,solved,0
3447,solved,0.01
3448,solved,0.43
3449,solved,0.06
3450,solved,0.45
3451,solved,0
3452,solved,0.85
3453,solved,0
3454,unsolvable,0.02
3455,solved,0
3456,solved,0
3457,solved,0
3458,solved,1.89
3459,solved,1.12
3460,solved,0
3461,unsolvable,0.34
3462,solved,0
3463,solved,0
3464,solved,0
3465,unsolvable,0.01
3466,solved,0
3467,solved,2.99
3468,solved,0
3469,solved,0.03
3470,solved,0
3471,unsolvable,0
3472,solved,0
3473,unsolvable,0
3474,solved,0.05
3475,solved,0
3476,solved,0.03
3477,solved,0.01
3478,solved,0
3479,solved,0
3480,solved,0
3481,solved,0.25
3482,solved,0
3483,solved,0
3484,solved,4.03
3485,solved,0
3486,solved,0
3487,solved,0
3488,solved,0.03
3489,solved,0.33
3490,solved,0
3491,solved,0
3492,solved,0
3493,solved,0.09
3494,unsolvable,1.66
3495,solved,0
3496,solved,0.64
3497,solved,0.01
3498,solved,0
3499,solved,0.05
3500,solved,0.2
3501,solved,0.01
3502,solved,5.66
3503,solved,0
3504,solved,0.01
3505,unsolvable,0.01
3506,solved,0
3507,solved,0.31
3508,solved,1.13
3509,solved,0
3510,solved,0.02
3511,solved,0
3512,solved,4.33
3513,solved,0
3514,solved,0.01
3515,unsolvable,0.21
3516,solved,0.02
3517,solved,0.15
3518,solved,0
3519,solved,0
3520,unsolvable,46.2
3521,solved,1.82
3522,solved,0.25
3523,solved,0
3524,solved,0.01
3525,unsolvable,55.65
3526,unsolvable,0
3527,solved,3.15
3528,unsolvable,13919.64
3529,unsolvable,44.3
3530,solved,0.12
3531,solved,0
3532,solved,0.57
3533,solved,0
3534,solved,0.04
3535,solved,1.95
3536,solved,0.06
3537,solved,0
3538,unsolvable,0.29
3539,solved,0
3540,unsolvable,1.31
3541,solved,0.17
3542,unsolvable,66.57
3543,solved,31.65
3544,unsolvable,0.19
3545,solved,0
3546,solved,0.01
3547,solved,0
3548,solved,0
3549,unsolvable,0.28
3550,solved,0
3551,unsolvable,59.39
3552,solved,0
3553,solved,0.14
3554,solved,0.03
3555,unsolvable,995.28
3556,solved,0.04
3557,solved,0
3558,solved,0.01
3559,solved,0.39
3560,unsolvable,211.55
3561,solved,0.86
3562,solved,0.22
3563,solved,200.81
3564,solved,0
3565,solved,0.58
3566,unsolvable,0.56
3567,solved,15.19
3568,solved,0
3569,solved,0.05
3570,solved,0
3571,solved,0
3572,solved,0.02
3573,solved,0.23
3574,solved,0.05
3575,solved,0
3576,solved,0.09
3577,solved,0
3578,unsolvable,12.08
3579,solved,0
3580,solved,0
3581,solved,0
3582,solved,0
3583,solved,0
3584,solved,0
3585,unsolvable,0
3586,solved,0
3587,unsolvable,1.45
3588,solved,0
3589,solved,0.22
3590,solved,0.35
3591,solved,0
3592,solved,0.01
3593,solved,0.21
3594,solved,0.29
3595,solved,68.91
3596,unsolvable,18
3597,solved,0
3598,solved,0
3599,unsolvable,38.92
3600,solved,0
3601,solved,0.02
3602,solved,0.01
3603,unsolvable,551.88
3604,solved,0.04
3605,solved,0
3606,solved,0
3607,unsolvable,24.66
3608,solved,0
3609,solved,0
3610,solved,0
3611,solved,21.48
3612,solved,0.04
3613,solved,0
3614,unsolvable,0
3615,solved,0.04
3616,solved,0.48
3617,solved,0.03
3618,solved,0.02
3619,solved,1.23
3620,solved,0
3621,unsolvable,5.27
3622,solved,0
3623,solved,0
3624,solved,0
3625,solved,0
3626,solved,0
3627,unsolvable,28.24
3628,solved,0
3629,unsolvable,324.54
3630,solved,0
3631,solved,0
3632,solved,0
3633,solved,0
3634,solved,0
3635,solved,0
3636,solved,0
3637,solved,0
3638,solved,0
3639,solved,0.02
3640,solved,0
3641,unsolvable,0
3642,solved,0.03
3643,solved,3.03
3644,solved,0.02
3645,unsolvable,22.83
3646,solved,0
3647,unsolvable,0
3648,unsolvable,397.48
3649,solved,0
3650,solved,0.04
3651,solved,0
3652,solved,0.71
3653,solved,0
3654,solved,0.12
3655,unsolvable,49.94
3656,solved,0.6
3657,solved,0
3658,solved,0
3659,solved,0
3660,solved,0
3661,solved,0.02
3662,solved,0.27
3663,solved,0
3664,unsolvable,1730.37
3665,solved,0
3666,solved,0
3667,solved,0
3668,unsolvable,0.1
3669,unsolvable,0.02
3670,unsolvable,53.25
3671,solved,0
3672,unsolvable,0.18
3673,solved,0.23
3674,unsolvable,0
3675,solved,0
3676,solved,0
3677,solved,0.02
3678,unsolvable,2.92
3679,solved,32.09
3680,solved,0.02
3681,unsolvable,0.47
3682,solved,0.02
3683,unsolvable,1601.22
3684,unsolvable,6689.49
3685,solved,19.44
3686,unsolvable,0.4
3687,solved,0
3688,solved,0
3689,solved,0.76
3690,unsolvable,0
3691,solved,1.04
3692,solved,1.79
3693,solved,0.57
3694,solved,0.43
3695,solved,0
3696,unsolvable,0.19
3697,solved,0.01
3698,solved,0
3699,solved,0.05
3700,solved,3.66
3701,solved,0
3702,solved,0
3703,solved,0.03
3704,solved,0
3705,unsolvable,13.37
3706,solved,0
3707,solved,0
3708,solved,0.54
3709,solved,0.03
3710,solved,0
3711,solved,0.8
3712,solved,0.03
3713,unsolvable,193.26
3714,solved,0
3715,solved,0.01
3716,unsolvable,0.08
3717,solved,0
3718,solved,0.3
3719,solved,0
3720,solved,0.02
3721,solved,18.94
3722,solved,7.66
3723,solved,0.18
3724,solved,0
3725,solved,3.74
3726,solved,1.64
3727,solved,0.15
3728,solved,0
3729,unsolvable,0
3730,solved,0
3731,solved,0
3732,solved,2.57
3733,unsolvable,0
3734,solved,0
3735,solved,0.05
3736,unsolvable,373.62
3737,solved,0.12
3738,solved,0
3739,solved,0
3740,solved,0
3741,solved,0
3742,solved,0
3743,solved,0.07
3744,solved,0.02
3745,unsolvable,0
3746,solved,0.16
3747,solved,0.13
3748,unsolvable,1.5
3749,unsolvable,1.62
3750,solved,0.07
3751,solved,14.74
3752,solved,0
3753,unsolvable,0.03
3754,solved,0
3755,solved,9.16
3756,solved,0
3757,solved,0
3758,solved,0
3759,unsolvable,0.02
3760,solved,0
3761,solved,0
3762,solved,0
3763,unsolvable,3.83
3764,solved,0.12
3765,solved,0
3766,solved,0
3767,solved,0
3768,solved,0.01
3769,solved,2.67
3770,solved,0
3771,unsolvable,0.93
3772,solved,0
3773,solved,0.18
3774,unsolvable,284.97
3775,solved,0.45
3776,solved,0
3777,solved,0
3778,solved,0
3779,solved,0
3780,solved,0.04
3781,solved,0
3782,solved,0
3783,solved,0
3784,solved,0
3785,solved,0
3786,solved,0.01
3787,solved,7.62
3788,solved,0
3789,solved,0.48
3790,solved,0.08
3791,solved,0.79
3792,solved,0
3793,solved,0.12
3794,solved,0
3795,solved,0
3796,solved,0.18
3797,solved,0.92
3798,solved,0
3799,unsolvable,2.96
3800,unsolvable,1.57
3801,solved,0
3802,solved,33.86
3803,unsolvable,0.12
3804,solved,0.01
3805,solved,0.01
3806,solved,0.93
3807,unsolvable,2371.87
3808,unsolvable,0.36
3809,solved,0
3810,unsolvable,110.93
3811,solved,0.02
3812,solved,0
3813,solved,0.02
3814,solved,1.35
3815,unsolvable,168.16
3816,solved,0
3817,solved,14.82
3818,solved,0.03
3819,unsolvable,45.36
3820,solved,1.81
3821,solved,47
3822,solved,0.36
3823,solved,0.01
3824,solved,0
3825,unsolvable,0
3826,unsolvable,0.34
3827,solved,0.01
3828,solved,0
3829,solved,0.07
3830,solved,0
3831,unsolvable,0
3832,solved,0
3833,unsolvable,0
3834,solved,6.32
3835,solved,3.01
3836,solved,0
3837,unsolvable,0
3838,solved,0
3839,solved,0
3840,solved,0.47
3841,solved,0.13
3842,solved,0.15
3843,solved,0.06
3844,solved,0
3845,solved,0
3846,unsolvable,5.68
3847,solved,0
3848,solved,0
3849,solved,0
3850,solved,0.02
3851,unsolvable,4.38
3852,solved,0
3853,solved,0
3854,solved,0
3855,solved,0.06
3856,solved,0.04
3857,solved,0
3858,solved,0.01
3859,solved,0.26
3860,solved,0.22
3861,solved,0
3862,solved,0.1
3863,unsolvable,4.7
3864,solved,3.55
3865,solved,0
3866,solved,0
3867,solved,0.08
3868,solved,0
3869,unsolvable,0.01
3870,solved,0
3871,solved,0.01
3872,unsolvable,2.16
3873,solved,1.72
3874,solved,0.28
3875,solved,0
3876,solved,1.05
3877,solved,0.26
3878,solved,0.15
3879,solved,0
3880,solved,0
3881,solved,0
3882,unsolvable,2.32
3883,solved,0
3884,solved,0.01
3885,unsolvable,0.03
3886,solved,0
3887,solved,0
3888,solved,0
3889,solved,0
3890,solved,0.06
3891,solved,0
3892,solved,0
3893,solved,0
3894,solved,1.93
3895,solved,0.01
3896,solved,0
3897,solved,0.63
3898,solved,0
3899,solved,0.02
3900,solved,0
3901,solved,0.4
3902,solved,0.02
3903,solved,1.09
3904,unsolvable,366
3905,solved,0
3906,solved,0
3907,solved,0
3908,solved,0
3909,unsolvable,0
3910,unsolvable,1.43
3911,solved,0
3912,unsolvable,0
3913,solved,0
3914,solved,0.02
3915,solved,0
3916,solved,0
3917,solved,0
3918,solved,0.01
3919,solved,0
3920,solved,0.85
3921,solved,0.01
3922,unsolvable,0.15
3923,solved,0
3924,solved,1.54
3925,unsolvable,0.64
3926,solved,0.01
3927,solved,0
3928,solved,0.08
3929,solved,0
3930,solved,0
3931,solved,0
3932,solved,0
3933,solved,33.86
3934,solved,0.37
3935,solved,0
3936,solved,0
3937,solved,0
3938,solved,0
3939,unsolvable,65.22
3940,solved,0.07
3941,solved,0
3942,solved,0.87
3943,solved,0
3944,solved,0
3945,solved,0
3946,solved,0.16
3947,solved,0
3948,unsolvable,0
3949,unsolvable,0.54
3950,solved,0.15
3951,solved,0.07
3952,solved,0.02
3953,solved,0.04
3954,solved,0.92
3955,solved,0
3956,solved,0
3957,unsolvable,6.22
3958,unsolvable,11.38
3959,solved,0.04
3960,solved,0
3961,solved,0.02
3962,solved,0
3963,solved,0.32
3964,solved,0.08
3965,solved,0
3966,solved,0
3967,solved,0
3968,solved,0
3969,solved,0.07
3970,solved,1.03
3971,solved,0.19
3972,solved,0.25
3973,unsolvable,72.98
3974,solved,0.03
3975,solved,0.01
3976,solved,0
3977,solved,0
3978,solved,0
3979,solved,0
3980,solved,0
3981,solved,0.67
3982,solved,0.05
3983,unsolvable,503.22
3984,solved,0
3985,solved,0
3986,solved,0
3987,solved,0.07
3988,solved,0.01
3989,solved,0.05
3990,unsolvable,0
3991,unsolvable,0.19
3992,solved,0.01
3993,solved,4.87
3994,solved,0
3995,solved,0.01
3996,solved,0.9
3997,solved,0
3998,solved,0.04
3999,solved,0.15
4000,solved,2.56
4001,unsolvable,1.73
4002,unsolvable,574.66
4003,unsolvable,0.03
4004,unsolvable,0
4005,solved,0
4006,solved,0.06
4007,solved,0
4008,solved,0.02
4009,unsolvable,8.31
4010,solved,0
4011,solved,0.01
4012,solved,1.17
4013,solved,0
4014,solved,0.09
4015,solved,0
4016,solved,0.19
4017,solved,1.03
4018,unsolvable,76.46
4019,solved,0
4020,solved,0
4021,solved,0.12
4022,solved,0.96
4023,solved,0
4024,solved,0
4025,unsolvable,1.94
4026,unsolvable,283.15
4027,solved,0
4028,solved,0
4029,solved,0.08
4030,solved,0
4031,solved,0.01
4032,solved,0.01
4033,solved,2.44
4034,solved,0
4035,solved,0
4036,solved,0
4037,solved,0
4038,solved,0
4039,solved,0.02
4040,unsolvable,0
4041,solved,0.32
4042,solved,0
4043,solved,0
4044,solved,0.71
4045,solved,2.97
4046,solved,0.06
4047,unsolvable,2.6
4048,solved,0.05
4049,unsolvable,3.74
4050,solved,0.05
4051,solved,0
4052,solved,0
4053,unsolvable,4.94
4054,solved,0.03
4055,solved,0
4056,solved,0.03
4057,solved,0
4058,unsolvable,21.98
4059,unsolvable,0
4060,solved,0.01
4061,solved,0.67
4062,solved,0
4063,unsolvable,0
4064,unsolvable,0.02
4065,solved,0
4066,unsolvable,639.69
4067,unsolvable,0
4068,solved,0
4069,solved,0
4070,solved,0
4071,solved,0.04
4072,unsolvable,32.29
4073,solved,0.02
4074,unsolvable,1.77
4075,solved,0
4076,solved,0.2
4077,solved,0
4078,solved,0
4079,solved,0
4080,solved,0.01
4081,unsolvable,4.52
4082,unsolvable,1.23
4083,solved,0
4084,solved,0
4085,solved,0
4086,solved,0
4087,solved,0
4088,solved,0.11
4089,solved,0
4090,solved,0
4091,solved,0.66
4092,solved,0.07
4093,solved,0
4094,unsolvable,3.74
4095,solved,0.02
4096,unsolvable,11.07
4097,unsolvable,73.04
4098,solved,0
4099,solved,0
4100,solved,0.62
4101,solved,0.03
4102,solved,0.13
4103,solved,0
4104,solved,0
4105,unsolvable,0
4106,solved,0.02
4107,solved,0
4108,unsolvable,0
4109,unsolvable,1.33
4110,solved,8.4
4111,solved,0.01
4112,unsolvable,0
4113,solved,0
4114,solved,2.16
4115,solved,1.16
4116,solved,0
4117,solved,0
4118,solved,0.03
4119,unsolvable,0.11
4120,solved,0.04
4121,solved,0.01
4122,solved,0.07
4123,unsolvable,6.48
4124,unsolvable,0.01
4125,solved,0
4126,solved,0
4127,solved,0.01
4128,solved,0
4129,solved,0
4130,solved,15.57
4131,solved,0.01
4132,solved,0.05
4133,solved,0.11
4134,solved,0.02
4135,solved,0
4136,solved,1.56
4137,unsolvable,434.44
4138,solved,0
4139,solved,1.3
4140,solved,0
4141,solved,11.73
4142,solved,0
4143,solved,0
4144,solved,0
4145,solved,0
4146,solved,0
4147,solved,0
4148,solved,0
4149,solved,1.43
4150,solved,1.84
4151,unsolvable,2.3
4152,solved,0
4153,unsolvable,0
4154,solved,3.43
4155,solved,0
4156,solved,0
4157,solved,0.17
4158,unsolvable,0
4159,solved,0.14
4160,solved,0.01
4161,solved,0.25
4162,solved,0.11
4163,solved,0
4164,solved,0.07
4165,solved,0.02
4166,solved,0.1
4167,unsolvable,0
4168,solved,0.71
4169,solved,5.91
4170,solved,0
4171,unsolvable,0.03
4172,solved,0
4173,solved,0
4174,solved,0
4175,solved,0
4176,solved,0.01
4177,solved,0.58
4178,solved,0
4179,solved,0.05
4180,unsolvable,1.32
4181,solved,0
4182,solved,0
4183,solved,0
4184,unsolvable,0.13
4185,solved,0
4186,solved,0.01
4187,solved,0.44
4188,solved,0.01
4189,unsolvable,0
4190,solved,0.03
4191,solved,0
4192,solved,0.01
4193,solved,1.63
4194,solved,0
4195,solved,0
4196,unsolvable,1.12
4197,solved,3.76
4198,solved,0
4199,solved,0
4200,solved,0.03
4201,solved,51.21
4202,solved,0.59
4203,solved,0.5
4204,solved,0
4205,solved,0
4206,solved,0
4207,solved,0.21
4208,solved,0
4209,solved,0
4210,solved,0
4211,unsolvable,0
4212,unsolvable,0
4213,solved,0
4214,solved,0.15
4215,solved,0.12
4216,unsolvable,154.83
4217,solved,0
4218,solved,0.02
4219,solved,0.29
4220,solved,0
4221,unsolvable,0
4222,solved,0
4223,unsolvable,0
4224,solved,10.83
4225,solved,0
4226,solved,0
4227,solved,0
4228,solved,0.21
4229,solved,0.01
4230,solved,0.01
4231,solved,0
4232,solved,0
4233,unsolvable,0
4234,solved,0
4235,solved,3.5
4236,solved,1.6
4237,solved,0
4238,solved,0
4239,solved,0
4240,solved,0
4241,unsolvable,0
4242,solved,0
4243,solved,0.01
4244,solved,0.11
4245,solved,0.01
4246,solved,0
4247,solved,5.14
4248,solved,0.97
4249,unsolvable,0
4250,solved,2.39
4251,unsolvable,75.83
4252,solved,0.01
4253,solved,0.03
4254,solved,15.43
4255,solved,0.01
4256,solved,0
4257,unsolvable,0
4258,solved,0
4259,unsolvable,0.02
4260,unsolvable,10.31
4261,solved,0.06
4262,solved,0
4263,unsolvable,0
4264,solved,0
4265,solved,0
4266,solved,0.1
4267,solved,0
4268,solved,0
4269,solved,0
4270,solved,0.03
4271,solved,0.15
4272,solved,0
4273,solved,0
4274,solved,0
4275,solved,0
4276,solved,0
4277,solved,0.04
4278,solved,0
4279,solved,0
4280,solved,0.88
4281,solved,0
4282,solved,1.05
4283,unsolvable,5.12
4284,solved,0.49
4285,solved,0
4286,solved,0
4287,solved,0
4288,solved,0.03
4289,solved,0.07
4290,solved,0
4291,unsolvable,0.21
4292,solved,0
4293,unsolvable,347.09
4294,unsolvable,0
4295,unsolvable,0
4296,solved,0
4297,solved,0
4298,solved,0.08
4299,solved,0.02
4300,unsolvable,89.87
4301,solved,1.24
4302,solved,0.56
4303,solved,0.06
4304,solved,0.09
4305,solved,0
4306,unsolvable,0
4307,solved,0.83
4308,solved,4.45
4309,solved,0.01
4310,solved,0
4311,unsolvable,7.21
4312,solved,0
4313,unsolvable,0
4314,solved,177.8
4315,solved,0
4316,solved,3.87
4317,unsolvable,0.06
4318,solved,52.33
4319,solved,0.02
4320,solved,0
4321,solved,0
4322,solved,0
4323,solved,0
4324,solved,0
4325,solved,0.01
4326,solved,0
4327,solved,0.26
4328,unsolvable,0.02
4329,solved,0
4330,solved,0.06
4331,solved,0
4332,solved,0
4333,solved,0
4334,solved,0
4335,solved,0
4336,solved,0
4337,unsolvable,1.03
4338,solved,0.01
4339,solved,0.57
4340,solved,0.01
4341,solved,0
4342,solved,0.11
4343,unsolvable,0
4344,solved,0
4345,solved,0
4346,unsolvable,5.34
4347,unsolvable,0.07
4348,solved,0.03
4349,unsolvable,0
4350,solved,1.23
4351,solved,0.66
4352,solved,0.03
4353,solved,0
4354,solved,0.44
4355,solved,4.31
4356,solved,0
4357,solved,0.02
4358,solved,0.11
4359,solved,0
4360,solved,0
4361,solved,0.01
4362,solved,0.01
4363,solved,0
4364,solved,0
4365,solved,0.02
4366,solved,6.41
4367,solved,0.02
4368,solved,0.01
4369,unsolvable,0.36
4370,unsolvable,22.63
4371,solved,0.21
4372,solved,0.28
4373,solved,0.01
4374,solved,0
4375,solved,0
4376,solved,5.82
4377,solved,0
4378,solved,0
4379,solved,2.52
4380,unsolvable,0
4381,solved,0
4382,solved,0
4383,solved,0
4384,solved,0
4385,solved,0
4386,solved,0.06
4387,solved,0
4388,unsolvable,0
4389,solved,0.15
4390,solved,0.01
4391,solved,0.01
4392,solved,0
4393,solved,2.13
4394,solved,7.37
4395,solved,0
4396,solved,0
4397,solved,0
4398,solved,0
4399,unsolvable,1.71
4400,solved,0.55
4401,solved,0
4402,unsolvable,2.96
4403,solved,0.03
4404,solved,7.51
4405,solved,0.28
4406,unsolvable,20.1
4407,solved,0
4408,solved,0.02
4409,unsolvable,51.32
4410,solved,0.06
4411,solved,0.04
4412,solved,0.02
4413,solved,0.01
4414,solved,0
4415,solved,0
4416,solved,1.24
4417,solved,0.01
4418,solved,0
4419,solved,0
4420,solved,0
4421,solved,0.01
4422,solved,0.01
4423,solved,1.56
4424,solved,0
4425,unsolvable,0
4426,unsolvable,10.84
4427,solved,0
4428,unsolvable,62.88
4429,solved,0.15
4430,solved,0
4431,solved,0
4432,solved,0.3
4433,unsolvable,8.96
4434,unsolvable,0
4435,solved,0.61
4436,unsolvable,0
4437,solved,11.55
4438,solved,14.93
4439,solved,0
4440,solved,0.28
4441,unsolvable,1.18
4442,solved,0
4443,solved,0.02
4444,unsolvable,41.82
4445,solved,0
4446,solved,2.79
4447,solved,0.16
4448,solved,0
4449,unsolvable,1.57
