seed,result,time (seconds)
707,unknown,29.057
708,unknown,16.189
709,unknown,30.761
710,unknown,63.696
711,unknown,88.078
712,unknown,60.778
713,unknown,29.36
714,unknown,34.037
715,unknown,24.89
716,unknown,10.211
717,unsolvable,8.703
718,unknown,30.237
719,unsolvable,1.413
720,unknown,63.956
721,unknown,51.336
722,unsolvable,1.416
723,unsolvable,44.351
724,unknown,68.323
725,unknown,47.04
726,unknown,23.679
727,unknown,24.565
728,unknown,26.355
729,unsolvable,3.679
730,unknown,18.93
731,unknown,18.971
732,unknown,86.571
733,unknown,52.755
734,unknown,23.187
735,unknown,16.067
736,unsolvable,2.119
737,unknown,15.905
738,unknown,39.824
739,unknown,27.94
740,unknown,34.724
741,unknown,19.365
742,unknown,10.559
743,unknown,62.406
744,unknown,9.975
745,unknown,28.702
746,unknown,32.606
747,unknown,21.797
748,unknown,23.113
749,unknown,39.997
750,unsolvable,2.258
751,unknown,9.629
752,unknown,38.17
753,unknown,24.132
754,unknown,30.051
755,unknown,40.497
756,unknown,8.694
757,unknown,32.469
758,unknown,36.245
759,unknown,62.842
760,unknown,48.926
761,unknown,29.473
762,unknown,26.007
763,unknown,16.251
764,unknown,8.895
765,unknown,42.923
766,unknown,13.695
767,unknown,21.819
768,unknown,23.401
769,unknown,24.369
770,unsolvable,1.261
771,unsolvable,1.743
772,unknown,54.664
773,unknown,29.299
774,unknown,50.013
775,unknown,31.766
776,unknown,30.635
777,unknown,20.166
778,unsolvable,1.51
779,unknown,24.222
780,unknown,14.293
781,unknown,22.916
782,unknown,30.053
783,unknown,15.879
784,unknown,46.702
785,unknown,6.644
786,unknown,26.38
787,unknown,73.304
788,unknown,61.098
789,unknown,17.714
790,unknown,16.68
791,unknown,16.125
792,unknown,25.971
793,unknown,59.152
794,unknown,32.262
795,unknown,24.856
796,unknown,61.345
797,unknown,24.477
798,unknown,28.788
799,unknown,22.081
800,unknown,49.703
801,unsolvable,40.049
802,unknown,18.353
803,unknown,19.167
804,unknown,42.965
805,unknown,22.023
806,unknown,10.245
807,unknown,31.559
808,unknown,39.085
809,unknown,61.171
810,unknown,19.351
811,unknown,47.398
812,unknown,35.39
813,unknown,33.726
814,unknown,27.336
815,unknown,51.681
816,unknown,42.284
817,unknown,44.723
818,unknown,64.097
819,unknown,39.104
820,unknown,38.157
821,unknown,31.568
822,unknown,44.952
823,unknown,9.428
824,unknown,9.56
825,unknown,39.384
826,unknown,16.874
827,unknown,28.431
828,unknown,33.481
829,unknown,30.026
830,unknown,67.958
831,unknown,138.137
832,unknown,87.43
833,unknown,35.078
834,unsolvable,119.269
835,unknown,23.459
836,unknown,23.118
837,unsolvable,2.796
838,unknown,8.236
839,unknown,35.664
840,unknown,51.209
841,unknown,27.439
842,unknown,37.045
843,unknown,18.331
844,unknown,30.108
845,unsolvable,33.789
846,unknown,88.606
847,unknown,65.063
848,unknown,9.395
849,unsolvable,145.92
850,unknown,26.187
851,unknown,23.992
852,unknown,22.277
853,unknown,33.375
854,unsolvable,2.066
855,unknown,15.333
856,unknown,49.158
857,unknown,24.186
858,unsolvable,96.913
859,unknown,27.424
860,unknown,28.313
861,unknown,17.414
862,unsolvable,1.529
863,unknown,10.92
864,unknown,37.923
865,unknown,44.309
866,unsolvable,21.512
867,unknown,34.183
868,unknown,24.049
869,unknown,23.888
870,unknown,32.604
871,unknown,25.078
872,unknown,26.326
873,unknown,36.849
874,unknown,23.207
875,unknown,22.208
876,unknown,31.658
877,unknown,73.135
878,unknown,18.153
879,unsolvable,138.549
880,unknown,7.397
881,unknown,21.2
882,unknown,41.487
883,unsolvable,8.985
884,unknown,36.424
885,unknown,107.995
886,unknown,17.786
887,unknown,17.89
888,unknown,23.966
889,unsolvable,1.889
890,unknown,85.812
891,unknown,16.337
892,unknown,42.813
893,unsolvable,2.44
894,unknown,8.644
895,unknown,34.486
896,unknown,18.567
897,unknown,25.244
898,unsolvable,1.327
899,unknown,16.618
900,unknown,42.129
901,unknown,60.75
902,unknown,10.396
903,unknown,15.063
904,unknown,52.45
905,unknown,9.624
906,unknown,23.7
907,unknown,31.04
908,unknown,24.499
909,unknown,23.406
910,unknown,53.833
911,unknown,25.088
912,unknown,10.739
913,unknown,46.747
914,unknown,23.818
915,unknown,38.98
916,unknown,8.337
917,unknown,40.953
918,unknown,44.195
919,unknown,26.494
920,unsolvable,6.421
921,unknown,11.949
922,unsolvable,2.937
923,unknown,31.273
924,unknown,19.452
925,unsolvable,593.268
926,unknown,25.063
927,unsolvable,2.423
928,unsolvable,27.468
929,unknown,31.878
930,unknown,55.465
931,unknown,19.204
932,unknown,26.988
933,unknown,57.862
934,unknown,16.942
935,unknown,23.609
936,unknown,20.603
937,unknown,86.432
938,unknown,31.885
939,unknown,67.576
940,unknown,22.651
